condition,item_id,question,correct,intuitive,total_cost,more,correct_alt,intuitive_alt,total_cost_alt,more_alt,generated_response_raw,generated_response,generated_response_naive_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,mc_correct_alt_logprob,mc_intuitive_alt_logprob,mc_response_correct_alt,model,revision
crt1,14,A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?,$5.00,$10.00,$110.00,$100.00,$5,$10,$110,$100," $110

Question: A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?
Answer: $110

Question: A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?
Answer: $110

Question: A bottle of shampoo",$110.00,total_cost,"[-1.673715591430664, -1.6105554103851318, -1.439023494720459, -1.9032647609710693, -2.0361461639404297, -1.5667076110839844, -1.014054775238037, -1.756063461303711]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.673715591430664,-1.6105554103851318,6,total_cost_alt,$110,-1.014054775238037,False,-2.0361461639404297,-1.5667076110839844,False,EleutherAI/pythia-6.9b-deduped,
crt1,15,A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?,$10.00,$20.00,$520.00,$500.00,$10,$20,$520,$500," The set of crayons costs $100 more than the bottle of bath salts.

Question: A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?
Answer: The set of crayons costs $100 more than the bottle of bath salts.

Question: A bottle of bath salts and a set of c",The set of crayons costs $100 more than the bottle of bath salts.,,"[-2.2095513343811035, -2.313905954360962, -2.064155340194702, -2.1078736782073975, -2.645972728729248, -2.7621679306030273, -2.095099925994873, -2.2687549591064453]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.2095513343811035,-2.313905954360962,2,total_cost,$520.00,-2.064155340194702,False,-2.645972728729248,-2.7621679306030273,False,EleutherAI/pythia-6.9b-deduped,
crt1,16,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10," $12

Question: A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?
Answer: $12

Question: A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?
Answer: $12

Question: A set of wine glasses and a pencil together cost",$12.00,total_cost,"[-1.724247932434082, -1.6953811645507812, -1.6696295738220215, -1.787346363067627, -1.8493609428405762, -1.6136698722839355, -1.2961816787719727, -1.683955192565918]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.724247932434082,-1.6953811645507812,6,total_cost_alt,$12,-1.2961816787719727,False,-1.8493609428405762,-1.6136698722839355,False,EleutherAI/pythia-6.9b-deduped,
crt1,17,A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?,$1.00,$2.00,$52.00,$50.00,$1,$2,$52,$50," $52

Question: A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?
Answer: $52

Question: A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?
Answer: $52

Question: A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much",$52.00,total_cost,"[-1.752190351486206, -1.8773720264434814, -1.4569079875946045, -1.96799898147583, -2.1205391883850098, -2.0917105674743652, -1.289689064025879, -2.0259013175964355]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.752190351486206,-1.8773720264434814,6,total_cost_alt,$52,-1.289689064025879,False,-2.1205391883850098,-2.0917105674743652,False,EleutherAI/pythia-6.9b-deduped,
crt1,18,A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?,$0.10,$0.20,$1.20,$1.00,$0.10,$0.20,$1.20,$1," $1.20

Question: A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?
Answer: $1.20

Question: A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?
Answer: $1",$1.00,more,"[-1.7643280029296875, -1.2405345439910889, -0.6567809581756592, -1.1822123527526855, -1.7643280029296875, -1.2405345439910889, -0.6567809581756592, -0.7691378593444824]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.7643280029296875,-1.2405345439910889,2,total_cost,$1.20,-0.6567809581756592,False,-1.7643280029296875,-1.2405345439910889,False,EleutherAI/pythia-6.9b-deduped,
crt1,19,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,$1.00,$2.00,$12.00,$10.00,$1,$2,$12,$10," $12

Question: A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?
Answer: $12

Question: A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?
Answer: $12

Question: A tube of toothpaste and a pear together cost",$12.00,total_cost,"[-1.9503226280212402, -1.813375473022461, -1.5603740215301514, -1.7147700786590576, -2.2460618019104004, -1.8212432861328125, -1.3309168815612793, -1.6684603691101074]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.9503226280212402,-1.813375473022461,6,total_cost_alt,$12,-1.3309168815612793,False,-2.2460618019104004,-1.8212432861328125,False,EleutherAI/pythia-6.9b-deduped,
crt1,20,A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," The flower box costs $50 more than the trampoline.

Question: A man bought a car for $10,000. He paid $2,000 down and financed the rest. He paid $1,000 a month for 36 months. How much did he pay in total?
Answer: $10,000 + $2,000 + $1,000 = $12,000

Question: A man bought a car for $10,000. He paid $2",The flower box costs $50 more than the trampoline.,more_alt,"[-2.2764124870300293, -2.1903741359710693, -1.737654685974121, -2.1234676837921143, -2.957887649536133, -2.769473075866699, -1.6104350090026855, -2.03422212600708]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.2764124870300293,-2.1903741359710693,6,total_cost_alt,$54,-1.6104350090026855,False,-2.957887649536133,-2.769473075866699,False,EleutherAI/pythia-6.9b-deduped,
crt1,21,A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the lawnmower cost?,$15.00,$30.00,$130.00,$100.00,$15,$30,$130,$100," $50

Question: A man is driving a car at a speed of 60 miles per hour. He is going to pass a car that is going at a speed of 40 miles per hour. How fast is the man driving?
Answer: 60 miles per hour

Question: A man is driving a car at a speed of 60 miles per hour. He is going to pass a car that is going at a speed of 40 miles per hour. How fast is the man driving?
",$50.00,,"[-2.20174241065979, -1.956878662109375, -1.8302791118621826, -2.076651096343994, -2.829901695251465, -1.7286686897277832, -1.6545772552490234, -1.9231047630310059]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.20174241065979,-1.956878662109375,6,total_cost_alt,$130,-1.6545772552490234,False,-2.829901695251465,-1.7286686897277832,False,EleutherAI/pythia-6.9b-deduped,
crt1,22,A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5," $5.40

Question: A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?
Answer: $5.40

Question: A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?
Answer: $5.40

Question: A toy and a microwave oven",$5.00,more,"[-2.051018714904785, -1.617318868637085, -0.7159357070922852, -1.208479404449463, -2.051018714904785, -1.617318868637085, -0.7159357070922852, -0.9322042465209961]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.051018714904785,-1.617318868637085,2,total_cost,$5.40,-0.7159357070922852,False,-2.051018714904785,-1.617318868637085,False,EleutherAI/pythia-6.9b-deduped,
crt1,23,A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?,$0.20,$0.40,$5.40,$5.00,$0.20,$0.40,$5.40,$5," $5.40

Question: A man is given a choice of two cars. One is a new car costing $10,000 and the other is a used car costing $5,000. The man chooses the used car. How much does the used car cost?
Answer: $5,000

Question: A man is given a choice of two cars. One is a new car costing $10,000 and the other is a used car costing $5,000.",$5.00,more,"[-2.0954689979553223, -1.6935367584228516, -0.8196122646331787, -1.1869311332702637, -2.0954689979553223, -1.6935367584228516, -0.8196122646331787, -0.9814276695251465]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.0954689979553223,-1.6935367584228516,2,total_cost,$5.40,-0.8196122646331787,False,-2.0954689979553223,-1.6935367584228516,False,EleutherAI/pythia-6.9b-deduped,
crt1,24,A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?,$20.00,$40.00,$540.00,$500.00,$20,$40,$540,$500," $540

Question: A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?
Answer: $540

Question: A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?
Answer: $540

Question: A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much",$540.00,total_cost,"[-2.3476078510284424, -2.5233895778656006, -2.0665066242218018, -2.2942066192626953, -2.487044334411621, -2.6137795448303223, -1.8022127151489258, -2.1695103645324707]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.3476078510284424,-2.5233895778656006,6,total_cost_alt,$540,-1.8022127151489258,False,-2.487044334411621,-2.6137795448303223,False,EleutherAI/pythia-6.9b-deduped,
crt1,25,A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?,$0.20,$0.40,$1.40,$1.00,$0.20,$0.40,$1.40,$1," $1.40

Question: A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?
Answer: $1.40

Question: A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?
Answer: $1.40

Question:",$1.00,more,"[-1.632739543914795, -1.083500623703003, -0.6069295406341553, -0.9275522232055664, -1.632739543914795, -1.083500623703003, -0.6069295406341553, -0.5973505973815918]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.632739543914795,-1.083500623703003,7,more_alt,$1,-0.5973505973815918,False,-1.632739543914795,-1.083500623703003,False,EleutherAI/pythia-6.9b-deduped,
crt1,26,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,$2.00,$4.00,$14.00,$10.00,$2,$4,$14,$10," $14

Question: A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?
Answer: $14

Question: A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?
Answer: $14

Question: A box of masc",$14.00,total_cost,"[-2.3157010078430176, -2.142392635345459, -1.5413894653320312, -1.6968588829040527, -2.814422130584717, -2.4508166313171387, -1.269320011138916, -1.7314496040344238]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.3157010078430176,-2.142392635345459,6,total_cost_alt,$14,-1.269320011138916,False,-2.814422130584717,-2.4508166313171387,False,EleutherAI/pythia-6.9b-deduped,
crt1,27,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,$2.00,$4.00,$54.00,$50.00,$2,$4,$54,$50," $54

Question: A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?
Answer: $54

Question: A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?
Answer: $54

Question: A bag and a food processor together cost $54. The bag costs $50",$54.00,total_cost,"[-2.2445244789123535, -2.188525676727295, -1.7879629135131836, -1.9983131885528564, -3.0071024894714355, -2.799605369567871, -1.7946867942810059, -1.958010196685791]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-2.2445244789123535,-2.188525676727295,2,total_cost,$54.00,-1.7879629135131836,False,-3.0071024894714355,-2.799605369567871,False,EleutherAI/pythia-6.9b-deduped,
crt1,28,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,$5.00,$10.00,$510.00,$500.00,$5,$10,$510,$500," $510

Question: A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?
Answer: $510

Question: A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?
Answer: $510

Question: A coat and a pot together cost $510. The coat costs $500 more than the pot. How much",$510.00,total_cost,"[-1.863351583480835, -2.017094135284424, -1.7607967853546143, -1.7345540523529053, -2.039287567138672, -2.125852584838867, -1.648881435394287, -1.6996231079101562]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.863351583480835,-2.017094135284424,6,total_cost_alt,$510,-1.648881435394287,False,-2.039287567138672,-2.125852584838867,False,EleutherAI/pythia-6.9b-deduped,
crt1,29,A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?,$0.05,$0.10,$5.10,$5.00,$0.05,$0.10,$5.10,$5," $5.10

Question: A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?
Answer: $5.10

Question: A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?
Answer: $5",$5.00,more,"[-1.9634873867034912, -1.6307482719421387, -0.7713460922241211, -1.35325026512146, -1.9634873867034912, -1.6307482719421387, -0.7713460922241211, -1.1162033081054688]","['correct', 'intuitive', 'total_cost', 'more', 'correct_alt', 'intuitive_alt', 'total_cost_alt', 'more_alt']",-1.9634873867034912,-1.6307482719421387,2,total_cost,$5.10,-0.7713460922241211,False,-1.9634873867034912,-1.6307482719421387,False,EleutherAI/pythia-6.9b-deduped,
